attributeConfigurationNumber,modelName,numSimultaneousQueries,contextLevel,jsonResults,commonNameErrorRate,differenceToThinkingKey,avgInputTokens,avgOutputTokens,queriedSpecies,status
2,Qwen/Qwen2.5-0.5B-Instruct,16,1,,1.0,1.0,95.25,75.0,"[{""sex"": ""male"", ""speciesName"": ""Cardinalis sinuatus""}, {""sex"": ""female"", ""speciesName"": ""Progne subis""}, {""sex"": ""male"", ""speciesName"": ""Melospiza melodia""}, {""sex"": ""male"", ""speciesName"": ""Vermivora cyanoptera""}, {""sex"": ""female"", ""speciesName"": ""Setophaga castanea""}, {""sex"": ""male"", ""speciesName"": ""Protonotaria citrea""}, {""sex"": ""male"", ""speciesName"": ""Geothlypis formosa""}, {""sex"": ""male"", ""speciesName"": ""Corthylio calendula""}, {""sex"": ""male"", ""speciesName"": ""Passerina caerulea""}, {""sex"": ""male"", ""speciesName"": ""Setophaga americana""}, {""sex"": ""female"", ""speciesName"": ""Quiscalus major westoni""}, {""sex"": ""male"", ""speciesName"": ""Turdus migratorius""}, {""sex"": ""female"", ""speciesName"": ""Setophaga virens""}, {""sex"": ""male"", ""speciesName"": ""Piranga rubra""}, {""sex"": ""male"", ""speciesName"": ""Dumetella carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Regulus satrapa""}]",ok
2,Qwen/Qwen2.5-0.5B-Instruct,16,4,,1.0,1.0,215.125,75.0,"[{""sex"": ""male"", ""speciesName"": ""Sporophila torqueola""}, {""sex"": ""male"", ""speciesName"": ""Pyrocephalus rubinus""}, {""sex"": ""female"", ""speciesName"": ""Setophaga pensylvanica""}, {""sex"": ""male"", ""speciesName"": ""Setophaga dominica""}, {""sex"": ""male"", ""speciesName"": ""Progne subis""}, {""sex"": ""female"", ""speciesName"": ""Piranga ludoviciana""}, {""sex"": ""male"", ""speciesName"": ""Sturnella magna""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis luciae""}, {""sex"": ""male"", ""speciesName"": ""Sialia currucoides""}, {""sex"": ""male"", ""speciesName"": ""Spinus psaltria""}, {""sex"": ""female"", ""speciesName"": ""Spizella passerina""}, {""sex"": ""male"", ""speciesName"": ""Manacus candei""}, {""sex"": ""male"", ""speciesName"": ""Loxia leucoptera""}, {""sex"": ""female"", ""speciesName"": ""Setophaga pinus""}, {""sex"": ""male"", ""speciesName"": ""Icterus galbula""}, {""sex"": ""female"", ""speciesName"": ""Ramphocelus dimidiatus""}]",ok
2,Qwen/Qwen2.5-0.5B-Instruct,16,8,,1.0,1.0,256.0,75.0,"[{""sex"": ""male"", ""speciesName"": ""Setophaga caerulescens""}, {""sex"": ""female"", ""speciesName"": ""Setophaga caerulescens""}, {""sex"": ""male"", ""speciesName"": ""Cardinalis cardinalis cardinalis""}, {""sex"": ""female"", ""speciesName"": ""Cyanerpes cyaneus""}, {""sex"": ""female"", ""speciesName"": ""Cardinalis cardinalis""}, {""sex"": ""male"", ""speciesName"": ""Phainopepla nitens""}, {""sex"": ""female"", ""speciesName"": ""Setophaga coronata""}, {""sex"": ""female"", ""speciesName"": ""Sialia currucoides""}, {""sex"": ""male"", ""speciesName"": ""Icterus parisorum""}, {""sex"": ""female"", ""speciesName"": ""Xanthocephalus xanthocephalus""}, {""sex"": ""female"", ""speciesName"": ""Sialia mexicana""}, {""sex"": ""female"", ""speciesName"": ""Passerina cyanea""}, {""sex"": ""female"", ""speciesName"": ""Sporophila torqueola""}, {""sex"": ""male"", ""speciesName"": ""Pyrocephalus rubinus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga occidentalis""}, {""sex"": ""female"", ""speciesName"": ""Spinus psaltria""}]",ok
2,Qwen/Qwen2.5-0.5B-Instruct,32,0,,1.0,1.0,31.84375,56.25,"[{""sex"": ""male"", ""speciesName"": ""Tachycineta bicolor""}, {""sex"": ""female"", ""speciesName"": ""Setophaga townsendi""}, {""sex"": ""male"", ""speciesName"": ""Agelaius tricolor""}, {""sex"": ""female"", ""speciesName"": ""Icterus bullockii""}, {""sex"": ""male"", ""speciesName"": ""Passer domesticus""}, {""sex"": ""male"", ""speciesName"": ""Piranga bidentata""}, {""sex"": ""male"", ""speciesName"": ""Setophaga pensylvanica""}, {""sex"": ""female"", ""speciesName"": ""Piranga ludoviciana""}, {""sex"": ""male"", ""speciesName"": ""Setophaga pinus""}, {""sex"": ""female"", ""speciesName"": ""Piranga bidentata""}, {""sex"": ""male"", ""speciesName"": ""Setophaga americana""}, {""sex"": ""male"", ""speciesName"": ""Zonotrichia leucophrys""}, {""sex"": ""female"", ""speciesName"": ""Sturnus vulgaris""}, {""sex"": ""female"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Tiaris olivaceus""}, {""sex"": ""male"", ""speciesName"": ""Haemorhous mexicanus""}, {""sex"": ""female"", ""speciesName"": ""Passerina caerulea""}, {""sex"": ""male"", ""speciesName"": ""Pipilo erythrophthalmus""}, {""sex"": ""female"", ""speciesName"": ""Geothlypis philadelphia""}, {""sex"": ""male"", ""speciesName"": ""Setophaga coronata auduboni""}, {""sex"": ""female"", ""speciesName"": ""Setophaga pinus""}, {""sex"": ""male"", ""speciesName"": ""Tyrannus forficatus""}, {""sex"": ""female"", ""speciesName"": ""Cardellina pusilla""}, {""sex"": ""female"", ""speciesName"": ""Icterus galbula""}, {""sex"": ""male"", ""speciesName"": ""Geothlypis tolmiei""}, {""sex"": ""male"", ""speciesName"": ""Setophaga striata""}, {""sex"": ""female"", ""speciesName"": ""Passerina ciris""}, {""sex"": ""male"", ""speciesName"": ""Melanospiza bicolor""}, {""sex"": ""male"", ""speciesName"": ""Quiscalus major""}, {""sex"": ""male"", ""speciesName"": ""Auriparus flaviceps""}, {""sex"": ""female"", ""speciesName"": ""Geothlypis trichas""}, {""sex"": ""male"", ""speciesName"": ""Quiscalus quiscula""}]",ok
2,Qwen/Qwen2.5-0.5B-Instruct,32,1,,1.0,1.0,84.34375,56.25,"[{""sex"": ""male"", ""speciesName"": ""Bombycilla cedrorum""}, {""sex"": ""female"", ""speciesName"": ""Zonotrichia leucophrys""}, {""sex"": ""male"", ""speciesName"": ""Haemorhous cassinii""}, {""sex"": ""female"", ""speciesName"": ""Cyanerpes cyaneus""}, {""sex"": ""male"", ""speciesName"": ""Thryothorus ludovicianus""}, {""sex"": ""male"", ""speciesName"": ""Vermivora cyanoptera""}, {""sex"": ""male"", ""speciesName"": ""Setophaga coronata auduboni""}, {""sex"": ""male"", ""speciesName"": ""Toxostoma rufum""}, {""sex"": ""male"", ""speciesName"": ""Loxia curvirostra""}, {""sex"": ""male"", ""speciesName"": ""Zonotrichia atricapilla""}, {""sex"": ""male"", ""speciesName"": ""Phainopepla nitens""}, {""sex"": ""female"", ""speciesName"": ""Pheucticus melanocephalus""}, {""sex"": ""male"", ""speciesName"": ""Spizella passerina""}, {""sex"": ""male"", ""speciesName"": ""Icterus cucullatus""}, {""sex"": ""male"", ""speciesName"": ""Geothlypis formosa""}, {""sex"": ""female"", ""speciesName"": ""Spizella passerina""}, {""sex"": ""male"", ""speciesName"": ""Passerculus sandwichensis""}, {""sex"": ""male"", ""speciesName"": ""Setophaga coronata""}, {""sex"": ""male"", ""speciesName"": ""Amphispiza bilineata""}, {""sex"": ""female"", ""speciesName"": ""Icterus bullockii""}, {""sex"": ""female"", ""speciesName"": ""Polioptila caerulea""}, {""sex"": ""female"", ""speciesName"": ""Junco hyemalis""}, {""sex"": ""male"", ""speciesName"": ""Setophaga citrina""}, {""sex"": ""male"", ""speciesName"": ""Icterus abeillei""}, {""sex"": ""female"", ""speciesName"": ""Setophaga coronata""}, {""sex"": ""male"", ""speciesName"": ""Passerina cyanea""}, {""sex"": ""male"", ""speciesName"": ""Cardinalis sinuatus""}, {""sex"": ""male"", ""speciesName"": ""Progne subis arboricola""}, {""sex"": ""female"", ""speciesName"": ""Setophaga americana""}, {""sex"": ""male"", ""speciesName"": ""Euphagus cyanocephalus""}, {""sex"": ""male"", ""speciesName"": ""Ramphocelus dimidiatus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga americana""}]",ok
2,Qwen/Qwen2.5-0.5B-Instruct,32,4,,1.0,1.0,128.0,56.25,"[{""sex"": ""male"", ""speciesName"": ""Pachyramphus aglaiae""}, {""sex"": ""male"", ""speciesName"": ""Diglossa baritula""}, {""sex"": ""female"", ""speciesName"": ""Sporophila torqueola""}, {""sex"": ""female"", ""speciesName"": ""Spizella passerina""}, {""sex"": ""male"", ""speciesName"": ""Piranga rubra""}, {""sex"": ""female"", ""speciesName"": ""Piranga ludoviciana""}, {""sex"": ""female"", ""speciesName"": ""Pipilo maculatus""}, {""sex"": ""male"", ""speciesName"": ""Agelaius tricolor""}, {""sex"": ""male"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Sturnella magna""}, {""sex"": ""male"", ""speciesName"": ""Volatinia jacarina""}, {""sex"": ""male"", ""speciesName"": ""Pinicola enucleator""}, {""sex"": ""male"", ""speciesName"": ""Setophaga ruticilla""}, {""sex"": ""male"", ""speciesName"": ""Setophaga occidentalis""}, {""sex"": ""female"", ""speciesName"": ""Corthylio calendula""}, {""sex"": ""male"", ""speciesName"": ""Piranga bidentata""}, {""sex"": ""male"", ""speciesName"": ""Geothlypis tolmiei""}, {""sex"": ""male"", ""speciesName"": ""Euphonia hirundinacea""}, {""sex"": ""male"", ""speciesName"": ""Setophaga fusca""}, {""sex"": ""male"", ""speciesName"": ""Ramphocelus passerinii""}, {""sex"": ""female"", ""speciesName"": ""Sialia currucoides""}, {""sex"": ""male"", ""speciesName"": ""Haemorhous purpureus""}, {""sex"": ""female"", ""speciesName"": ""Quiscalus mexicanus""}, {""sex"": ""female"", ""speciesName"": ""Acanthis flammea""}, {""sex"": ""male"", ""speciesName"": ""Sturnus vulgaris""}, {""sex"": ""male"", ""speciesName"": ""Tyrannus forficatus""}, {""sex"": ""female"", ""speciesName"": ""Setophaga virens""}, {""sex"": ""male"", ""speciesName"": ""Protonotaria citrea""}, {""sex"": ""male"", ""speciesName"": ""Tachycineta thalassina""}, {""sex"": ""female"", ""speciesName"": ""Sialia sialis""}, {""sex"": ""male"", ""speciesName"": ""Euphonia laniirostris""}, {""sex"": ""male"", ""speciesName"": ""Spizella passerina""}]",ok
2,Qwen/Qwen2.5-0.5B-Instruct,32,8,,1.0,1.0,128.0,56.25,"[{""sex"": ""male"", ""speciesName"": ""Passerculus sandwichensis""}, {""sex"": ""male"", ""speciesName"": ""Setophaga caerulescens""}, {""sex"": ""female"", ""speciesName"": ""Turdus migratorius""}, {""sex"": ""male"", ""speciesName"": ""Sturnella magna""}, {""sex"": ""female"", ""speciesName"": ""Passerina amoena""}, {""sex"": ""male"", ""speciesName"": ""Progne subis arboricola""}, {""sex"": ""female"", ""speciesName"": ""Loxia curvirostra""}, {""sex"": ""male"", ""speciesName"": ""Setophaga americana""}, {""sex"": ""male"", ""speciesName"": ""Tachycineta bicolor""}, {""sex"": ""male"", ""speciesName"": ""Cardinalis sinuatus""}, {""sex"": ""male"", ""speciesName"": ""Icterus pustulatus""}, {""sex"": ""male"", ""speciesName"": ""Vireo atricapilla""}, {""sex"": ""male"", ""speciesName"": ""Sialia currucoides""}, {""sex"": ""male"", ""speciesName"": ""Cardellina canadensis""}, {""sex"": ""female"", ""speciesName"": ""Setophaga coronata coronata""}, {""sex"": ""male"", ""speciesName"": ""Euphagus carolinus""}, {""sex"": ""female"", ""speciesName"": ""Zonotrichia leucophrys""}, {""sex"": ""female"", ""speciesName"": ""Setophaga striata""}, {""sex"": ""male"", ""speciesName"": ""Sporophila morelleti""}, {""sex"": ""male"", ""speciesName"": ""Sitta canadensis""}, {""sex"": ""male"", ""speciesName"": ""Spinus tristis""}, {""sex"": ""female"", ""speciesName"": ""Setophaga pinus""}, {""sex"": ""male"", ""speciesName"": ""Icterus abeillei""}, {""sex"": ""female"", ""speciesName"": ""Agelaius phoeniceus""}, {""sex"": ""male"", ""speciesName"": ""Manacus candei""}, {""sex"": ""male"", ""speciesName"": ""Vermivora chrysoptera × cyanoptera""}, {""sex"": ""male"", ""speciesName"": ""Loxia curvirostra""}, {""sex"": ""male"", ""speciesName"": ""Passerina ciris""}, {""sex"": ""male"", ""speciesName"": ""Ptiliogonys cinereus""}, {""sex"": ""female"", ""speciesName"": ""Euphagus carolinus""}, {""sex"": ""male"", ""speciesName"": ""Progne subis""}, {""sex"": ""female"", ""speciesName"": ""Quiscalus major""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,1,0,"[{""scientificName"": ""Mniotilta varia"", ""commonName"": ""Common Mynas"", ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}]",1.0,1.0,477.0,240.0,"[{""sex"": ""female"", ""speciesName"": ""Mniotilta varia""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,1,1,,1.0,1.0,605.0,240.0,"[{""sex"": ""female"", ""speciesName"": ""Piranga olivacea""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,1,4,,1.0,1.0,782.0,240.0,"[{""sex"": ""female"", ""speciesName"": ""Cyanerpes cyaneus""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,1,8,"[{""scientificName"": ""Setophaga tigrina"", ""commonName"": ""Cape May warbler"", ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}]",1.0,1.0,1052.0,240.0,"[{""sex"": ""female"", ""speciesName"": ""Setophaga tigrina""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,8,0,,1.0,1.0,74.25,87.5,"[{""sex"": ""female"", ""speciesName"": ""Icterus spurius""}, {""sex"": ""male"", ""speciesName"": ""Zonotrichia albicollis""}, {""sex"": ""male"", ""speciesName"": ""Spiza americana""}, {""sex"": ""male"", ""speciesName"": ""Polioptila melanura""}, {""sex"": ""female"", ""speciesName"": ""Tachycineta bicolor""}, {""sex"": ""male"", ""speciesName"": ""Quiscalus major westoni""}, {""sex"": ""female"", ""speciesName"": ""Cardinalis cardinalis""}, {""sex"": ""female"", ""speciesName"": ""Turdus migratorius""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,8,1,,1.0,1.0,146.625,87.5,"[{""sex"": ""male"", ""speciesName"": ""Passerculus sandwichensis""}, {""sex"": ""female"", ""speciesName"": ""Regulus satrapa""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis peregrina""}, {""sex"": ""male"", ""speciesName"": ""Poecile atricapillus""}, {""sex"": ""female"", ""speciesName"": ""Haemorhous mexicanus""}, {""sex"": ""female"", ""speciesName"": ""Haemorhous purpureus""}, {""sex"": ""male"", ""speciesName"": ""Quiscalus major westoni""}, {""sex"": ""female"", ""speciesName"": ""Setophaga pinus""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,8,4,,1.0,1.0,287.0,87.5,"[{""sex"": ""male"", ""speciesName"": ""Diglossa baritula""}, {""sex"": ""male"", ""speciesName"": ""Cyanocitta cristata""}, {""sex"": ""male"", ""speciesName"": ""Icterus parisorum""}, {""sex"": ""female"", ""speciesName"": ""Setophaga fusca""}, {""sex"": ""male"", ""speciesName"": ""Icterus wagleri""}, {""sex"": ""female"", ""speciesName"": ""Turdus migratorius""}, {""sex"": ""male"", ""speciesName"": ""Dacnis cayana""}, {""sex"": ""female"", ""speciesName"": ""Coccothraustes vespertinus""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,8,8,,1.0,1.0,411.375,87.5,"[{""sex"": ""male"", ""speciesName"": ""Passerculus sandwichensis""}, {""sex"": ""male"", ""speciesName"": ""Quiscalus mexicanus""}, {""sex"": ""male"", ""speciesName"": ""Calcarius lapponicus""}, {""sex"": ""male"", ""speciesName"": ""Vidua macroura""}, {""sex"": ""female"", ""speciesName"": ""Phainopepla nitens""}, {""sex"": ""female"", ""speciesName"": ""Piranga olivacea""}, {""sex"": ""female"", ""speciesName"": ""Progne subis""}, {""sex"": ""male"", ""speciesName"": ""Pyrocephalus rubinus""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,16,0,"[{""scientificName"": ""Spinus tristis"", ""commonName"": ""Common Red-Crowned Crane"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""hooked"", ""tailShape"": ""round"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""eyestripe"", ""sizeClass"": ""medium""}, {""scientificName"": ""Leiothlypis peregrina"", ""commonName"": ""Peregrine Falcon"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""hooked"", ""tailShape"": ""round"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""eyestripe"", ""sizeClass"": ""medium""}, {""scientificName"": ""Setophaga tigrina"", ""commonName"": ""Red-tailed Hawk"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""hooked"", ""tailShape"": ""round"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""eyestripe"", ""sizeClass"": ""medium""}, {""scientificName"": ""Setophaga tigrina"", ""commonName"": ""Red-tailed Hawk"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""hooked"", ""tailShape"": ""round"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""eyestripe"", ""sizeClass"": ""medium""}, {""scientificName"": ""Mimus polyglottos"", ""commonName"": ""Bald Eagle"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""hooked"", ""tailShape"": ""round"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""eyestripe"", ""sizeClass"": ""medium""}, {""scientificName"": ""Tachycineta thalassina"", ""commonName"": ""Black-capped Chickadee"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""hooked"", ""tailShape"": ""round"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""eyestripe"", ""sizeClass"": ""medium""}, {""scientificName"": ""Setophaga petechia"", ""commonName"": ""Red-tailed Hawk"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""hooked"", ""tailShape"": ""round"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""eyestripe"", ""sizeClass"": ""medium""}, {""scientificName"": ""Thryomanes bewickii"", ""commonName"": ""Northern Flicker"", ""crownColor"": ""black"", ""throatColor"": ""black"", ""breastPattern"": ""streaked"", ""wingBars"": ""two"", ""billShape"": ""hooked"", ""tailShape"": ""round"", ""bellyColor"": ""black"", ""backColor"": ""black"", ""eyeMarking"": ""eyestripe"", ""sizeClass"": ""medium""}, {""scientificName"": ""Setophaga striata"", ""commonName"": null, ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}, {""scientificName"": ""Sitta carolinensis"", ""commonName"": null, ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}, {""scientificName"": ""Mniotilta varia"", ""commonName"": null, ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}, {""scientificName"": ""Setophaga petechia"", ""commonName"": null, ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}, {""scientificName"": ""Thryomanes bewickii"", ""commonName"": null, ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}, {""scientificName"": ""Setophaga magnolia"", ""commonName"": null, ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}, {""scientificName"": ""Setophaga petechia"", ""commonName"": null, ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}, {""scientificName"": ""Agelaius phoeniceus"", ""commonName"": null, ""crownColor"": null, ""throatColor"": null, ""breastPattern"": null, ""wingBars"": null, ""billShape"": null, ""tailShape"": null, ""bellyColor"": null, ""backColor"": null, ""eyeMarking"": null, ""sizeClass"": null}]",1.0,1.0,46.1875,75.0,"[{""sex"": ""male"", ""speciesName"": ""Spinus tristis""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis peregrina""}, {""sex"": ""male"", ""speciesName"": ""Setophaga tigrina""}, {""sex"": ""female"", ""speciesName"": ""Setophaga tigrina""}, {""sex"": ""female"", ""speciesName"": ""Piranga ludoviciana""}, {""sex"": ""male"", ""speciesName"": ""Mimus polyglottos""}, {""sex"": ""male"", ""speciesName"": ""Tachycineta thalassina""}, {""sex"": ""male"", ""speciesName"": ""Setophaga ruticilla""}, {""sex"": ""female"", ""speciesName"": ""Setophaga striata""}, {""sex"": ""male"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Mniotilta varia""}, {""sex"": ""female"", ""speciesName"": ""Setophaga petechia""}, {""sex"": ""male"", ""speciesName"": ""Thryomanes bewickii""}, {""sex"": ""female"", ""speciesName"": ""Setophaga magnolia""}, {""sex"": ""male"", ""speciesName"": ""Setophaga petechia""}, {""sex"": ""male"", ""speciesName"": ""Agelaius phoeniceus""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,16,1,,1.0,1.0,98.5,75.0,"[{""sex"": ""male"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""female"", ""speciesName"": ""Sitta carolinensis""}, {""sex"": ""male"", ""speciesName"": ""Junco hyemalis hyemalis""}, {""sex"": ""male"", ""speciesName"": ""Ceratopipra mentalis""}, {""sex"": ""female"", ""speciesName"": ""Psaltriparus minimus""}, {""sex"": ""male"", ""speciesName"": ""Leiothlypis luciae""}, {""sex"": ""male"", ""speciesName"": ""Polioptila caerulea""}, {""sex"": ""male"", ""speciesName"": ""Sialia currucoides""}, {""sex"": ""male"", ""speciesName"": ""Spinus psaltria""}, {""sex"": ""female"", ""speciesName"": ""Haemorhous cassinii""}, {""sex"": ""male"", ""speciesName"": ""Junco hyemalis""}, {""sex"": ""male"", ""speciesName"": ""Sialia sialis""}, {""sex"": ""female"", ""speciesName"": ""Geothlypis trichas""}, {""sex"": ""male"", ""speciesName"": ""Ramphocelus dimidiatus""}, {""sex"": ""male"", ""speciesName"": ""Piranga ludoviciana""}, {""sex"": ""male"", ""speciesName"": ""Auriparus flaviceps""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,16,4,,1.0,1.0,218.6875,75.0,"[{""sex"": ""female"", ""speciesName"": ""Quiscalus major westoni""}, {""sex"": ""female"", ""speciesName"": ""Coccothraustes vespertinus""}, {""sex"": ""male"", ""speciesName"": ""Euphagus cyanocephalus""}, {""sex"": ""female"", ""speciesName"": ""Passerina cyanea""}, {""sex"": ""female"", ""speciesName"": ""Cardellina pusilla""}, {""sex"": ""male"", ""speciesName"": ""Amphispiza bilineata""}, {""sex"": ""male"", ""speciesName"": ""Dumetella carolinensis""}, {""sex"": ""female"", ""speciesName"": ""Volatinia jacarina""}, {""sex"": ""male"", ""speciesName"": ""Setophaga ruticilla""}, {""sex"": ""female"", ""speciesName"": ""Passerina caerulea""}, {""sex"": ""male"", ""speciesName"": ""Junco hyemalis""}, {""sex"": ""male"", ""speciesName"": ""Icterus parisorum""}, {""sex"": ""male"", ""speciesName"": ""Passerculus sandwichensis""}, {""sex"": ""female"", ""speciesName"": ""Passerina versicolor""}, {""sex"": ""male"", ""speciesName"": ""Icteria virens""}, {""sex"": ""male"", ""speciesName"": ""Loxia leucoptera""}]",ok
3,Qwen/Qwen2.5-0.5B-Instruct,16,8,,1.0,1.0,256.0,75.0,"[{""sex"": ""male"", ""speciesName"": ""Euphagus carolinus""}, {""sex"": ""male"", ""speciesName"": ""Setophaga townsendi""}, {""sex"": ""female"", ""speciesName"": ""Coccothraustes vespertinus""}, {""sex"": ""male"", ""speciesName"": ""Ixoreus naevius""}, {""sex"": ""male"", ""speciesName"": ""Vermivora chrysoptera × cyanoptera""}, {""sex"": ""female"", ""speciesName"": ""Pheucticus melanocephalus""}, {""sex"": ""male"", ""speciesName"": ""Cardinalis cardinalis""}, {""sex"": ""male"", ""speciesName"": ""Diglossa baritula""}, {""sex"": ""male"", ""speciesName"": ""Icterus cucullatus""}, {""sex"": ""male"", ""speciesName"": ""Thryothorus ludovicianus""}, {""sex"": ""female"", ""speciesName"": ""Mniotilta varia""}, {""sex"": ""female"", ""speciesName"": ""Pipilo maculatus""}, {""sex"": ""female"", ""speciesName"": ""Passer domesticus""}, {""sex"": ""female"", ""speciesName"": ""Piranga rubra""}, {""sex"": ""male"", ""speciesName"": ""Eremophila alpestris""}, {""sex"": ""male"", ""speciesName"": ""Sporophila corvina""}]",ok
